food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_Nutrition,Nutrition_Density,Protein_Ratio,Carbohydrate_Ratio,Fat_Ratio,Micronutrient_Sum,Nutrient_to_Calorie,Fiber_to_Sugar_Ratio,Saturated_Fat_Ratio
chili with beans canned,287,14.1,6.0,6.0,0.9,30.5,3.0,14.6,11.3,43.5,1.3,193.3,0.0,0.1,0.018,0.0,0.3,0.9,3.6,0.3,4.4,0.0,1.3,0.074,120.3,0.3,8.8,115.2,0.3,394.2,934.4,0.018,5.1,204.0,1118.9,3.8986062717770036,0.20348432055749127,0.4250871080139373,0.44216027874564456,1049.6,3.657142857142857,3.766666666666667,0.425531914893617
black bean soup,234,3.4,0.9,1.2,1.1,39.6,6.4,12.4,17.5,0.0,2.5,193.6,0.0,0.1,0.2,0.0,0.1,1.1,0.4,0.2,0.5,0.0,0.9,0.035,90.0,0.8,3.9,84.8,1.3,192.8,642.5,0.0,2.8,167.3,800.0,3.4188034188034186,0.21196581196581196,0.676923076923077,0.13076923076923075,727.3,3.1081196581196577,2.734375,0.2647058823529412
beef stock,31,0.2,0.003,0.1,0.005,2.9,1.3,4.7,0.0,0.0,0.5,230.1,0.0,0.044,0.038,0.0,0.2,2.1,0.0,0.1,0.0,0.0,0.048,0.024,19.2,0.1,0.6,16.8,0.0,74.4,444.0,0.019,0.4,27.6,468.508,15.11316129032258,0.6064516129032258,0.3741935483870968,0.05806451612903226,460.8,14.864516129032259,0.0,0.015
tomato soup,98,0.7,0.2,0.2,0.2,22.5,12.2,2.2,1.6,0.0,0.6,119.6,0.0,0.044,0.0,0.0,0.076,1.3,0.0,0.1,19.1,0.0,0.5,0.034,19.2,0.012,0.9,20.7,0.2,45.9,831.8,0.081,0.3,66.2,879.4,8.973469387755102,0.08979591836734695,0.9183673469387755,0.06428571428571428,852.5,8.698979591836734,0.13114754098360656,0.28571428571428575
bean with pork soup,335,11.5,3.0,4.2,3.5,44.1,7.8,15.3,15.3,5.2,1.7,182.4,0.021,0.2,0.054,0.0,0.03,1.1,0.029,0.036,3.1,0.0,2.3,0.011,156.0,0.4,4.0,85.8,0.6,254.8,975.0,0.052,2.0,249.324,1146.2,3.421492537313433,0.1826865671641791,0.5265671641791045,0.30895522388059704,1060.8,3.166567164179104,1.9615384615384617,0.2608695652173913
rice flour brown,574,4.4,0.9,1.6,1.6,120.8,1.3,11.4,7.3,0.0,0.039,18.9,0.0,0.7,0.056,0.0,0.1,10.0,2.5,1.2,0.0,0.0,1.9,0.0,17.4,0.4,3.1,177.0,6.3,532.5,456.6,0.0,3.9,164.4,777.2,1.3540069686411151,0.0794425087108014,0.8418118466898955,0.06898954703832753,633.6,1.1038327526132405,5.615384615384615,0.20454545454545453
sorghum flour,437,4.0,0.6,1.1,1.7,93.7,2.3,9.5,8.0,0.0,0.023,12.2,0.0,0.3,0.058,0.0,0.014,6.3,1.1,0.4,0.0,0.0,0.6,0.079,14.5,0.3,3.6,145.2,1.5,348.5,376.3,0.026,1.7,133.3,636.0999999999999,1.4556064073226542,0.08695652173913043,0.8576659038901602,0.08237986270022883,521.5,1.1933638443935928,3.4782608695652177,0.15
cornmeal whole grain,442,4.4,0.6,1.2,2.0,93.8,0.8,9.9,8.9,0.0,0.022,12.5,0.0,0.5,0.034,0.0,0.2,4.4,0.5,0.4,0.0,0.0,0.5,0.059,7.3,0.2,4.2,154.9,0.6,294.0,350.1,0.004,2.2,128.5,621.4000000000001,1.4058823529411766,0.08959276018099548,0.848868778280543,0.08959276018099548,505.0,1.1425339366515836,11.125,0.13636363636363635
barley flour,511,2.4,0.5,0.3,1.1,110.3,1.2,15.5,14.9,0.0,0.062,17.9,0.0,0.5,0.021,0.0,0.2,9.3,0.2,0.6,0.0,0.0,0.8,0.069,47.4,0.5,4.0,142.1,1.5,438.1,457.3,0.037,3.0,194.5,742.0,1.452054794520548,0.12133072407045009,0.8634050880626223,0.04227005870841487,599.4,1.1729941291585126,12.416666666666668,0.20833333333333334
whole grain wheat flour,408,3.0,0.5,0.3,1.4,86.4,0.5,15.9,12.8,0.0,0.027,12.9,0.0,0.6,0.066,0.0,0.2,5.9,0.7,0.5,0.0,0.0,0.9,0.025,40.8,0.5,4.3,164.4,4.9,428.4,435.6,0.045,3.1,163.2,717.3000000000001,1.7580882352941178,0.15588235294117647,0.8470588235294119,0.0661764705882353,600.0,1.4705882352941178,25.6,0.16666666666666666
chickpea flour,356,6.2,0.6,1.4,2.7,53.2,10.0,20.6,9.9,0.0,0.05,9.5,0.0,0.4,0.4,0.0,0.037,1.6,0.6,0.5,0.0,0.0,0.8,0.003,41.4,0.8,4.5,152.7,1.5,292.6,778.3,0.079,2.6,135.8,1019.4,2.8634831460674155,0.2314606741573034,0.597752808988764,0.15674157303370786,931.0,2.615168539325843,0.99,0.0967741935483871
buckwheat flour,402,3.7,0.8,1.1,1.1,84.7,3.1,15.1,12.0,0.0,0.033,13.4,0.0,0.5,0.035,0.0,0.2,7.4,0.5,0.7,0.0,0.0,0.4,0.044,49.2,0.6,4.9,301.2,2.4,404.4,692.4,0.04,3.7,169.6,1108.4,2.757213930348259,0.15024875621890546,0.8427860696517413,0.0828358208955224,993.5999999999999,2.471641791044776,3.8709677419354835,0.21621621621621623
rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0.0,0.036,7.2,0.0,3.2,0.028,0.0,0.3,40.1,8.7,4.8,0.0,0.0,5.8,0.051,67.3,0.9,21.9,921.6,16.8,1978.9,1752.3,0.018,7.1,213.0,2795.7,7.495174262734584,0.16943699731903486,0.6284182305630027,0.5935656836461126,2673.9,7.168632707774799,22.545454545454543,0.1991869918699187
wheat bran,125,2.5,0.4,0.4,1.3,37.4,0.2,9.0,24.8,0.0,0.015,5.7,0.0,0.3,0.005,0.0,0.3,7.9,1.3,0.8,0.0,0.0,0.9,0.01,42.3,0.6,6.1,354.4,6.7,587.5,685.6,0.066,4.2,122.1,1113.3,8.9064,0.288,1.1967999999999999,0.18,1040.0,8.32,124.0,0.16
teff raw,708,4.6,0.9,1.1,2.1,141.1,3.6,25.7,15.4,0.0,0.053,17.0,0.0,0.8,0.0,0.0,0.5,6.5,1.8,0.9,0.0,0.0,0.2,0.03,347.4,1.6,14.7,355.1,17.8,828.0,824.1,0.038,7.0,548.9,1365.5,1.9286723163841808,0.14519774011299436,0.7971751412429379,0.05847457627118644,1179.2,1.6655367231638418,4.277777777777778,0.1956521739130435
kamut raw,627,4.1,0.4,0.4,1.1,130.9,15.2,27.3,16.9,0.0,0.012,20.4,0.035,0.0,1.1,0.0,0.0,0.3,11.8,1.7,0.5,0.0,0.0,1.1,0.043,44.6,1.0,8.2,249.2,5.3,718.0,829.6,0.1,180.788,903.2,1.4405103668261563,0.17416267942583732,0.8350877192982457,0.05885167464114832,726.2,1.158213716108453,1.1118421052631577,0.09756097560975611
white wheat,657,3.3,0.5,0.4,1.4,145.7,0.8,21.7,23.4,0.0,0.094,18.4,0.0,0.7,0.058,0.0,0.2,8.4,1.8,0.7,0.0,0.0,1.9,0.089,61.4,0.7,8.8,178.6,7.3,681.6,829.4,0.0,6.4,264.3,1201.1,1.828158295281583,0.13211567732115678,0.8870624048706239,0.045205479452054796,1008.0,1.5342465753424657,29.249999999999996,0.15151515151515152
rye,571,2.8,0.3,0.4,1.3,128.2,1.7,17.5,25.5,0.0,0.078,17.9,0.0,0.5,0.036,0.0,0.4,7.2,2.5,0.5,0.0,0.0,1.4,0.092,40.6,0.6,4.4,185.9,4.4,561.1,861.9,0.032,4.5,219.0,1221.0,2.138353765323993,0.12259194395796848,0.8980735551663747,0.04413309982486865,1047.8,1.8350262697022766,15.0,0.10714285714285715
spelt raw,588,4.2,0.7,0.8,2.2,122.1,11.9,25.4,18.6,0.0,0.076,19.2,0.0,0.6,0.056,0.0,0.2,11.9,1.9,0.4,0.0,0.0,1.4,0.037,47.0,0.9,7.7,236.6,5.2,697.7,675.1,0.051,5.7,225.0,1081.5,1.8392857142857142,0.17278911564625848,0.8306122448979592,0.0642857142857143,911.7,1.5505102040816328,1.5630252100840336,0.16666666666666666
brown rice raw,685,5.4,1.1,2.0,1.9,142.9,1.6,14.7,6.5,0.0,0.086,19.2,0.0,0.7,0.014,0.0,0.2,9.4,2.8,0.9,0.0,0.0,2.2,0.024,42.6,0.5,2.7,264.6,6.9,616.1,412.6,0.038,3.7,214.8,846.3000000000001,1.2354744525547445,0.08583941605839415,0.8344525547445256,0.07094890510948905,677.2,0.9886131386861314,4.0625,0.20370370370370372
wild rice raw,571,1.7,0.2,0.3,1.1,119.8,4.0,23.6,9.9,0.0,0.051,12.4,0.0,0.2,0.2,0.0,0.4,10.8,1.7,0.6,0.0,0.0,1.3,0.004,33.6,0.8,3.1,283.2,2.1,692.8,683.2,0.025,9.5,191.7,1121.3000000000002,1.9637478108581439,0.16532399299474607,0.8392294220665499,0.02679509632224168,966.4000000000001,1.6924693520140106,2.475,0.11764705882352942
honeydew melon,64,0.2,0.055,0.049,0.1,16.1,14.4,1.0,1.4,0.0,0.062,159.0,0.0,0.092,0.052,0.0,0.066,0.7,0.3,0.2,31.9,0.0,0.043,0.083,10.6,0.007,0.3,17.7,0.003,19.5,403.6,0.099,0.2,61.5,440.004,6.8750625,0.0625,1.00625,0.028125,421.3,6.5828125,0.09722222222222221,0.27499999999999997
rose hips,206,0.4,0.0,0.0,0.0,48.5,3.3,2.0,30.6,0.0,0.035,74.5,0.0,0.048,0.085,0.0,0.2,1.7,1.0,0.078,541.0,0.0,7.4,0.05,214.6,0.1,1.3,87.6,1.3,77.5,544.8,0.0,0.3,838.4,713.5,3.4635922330097086,0.038834951456310676,0.941747572815534,0.017475728155339806,632.4,3.0699029126213593,9.272727272727273,0.0
abiyuch,157,0.2,0.065,0.0,0.0,40.1,19.5,3.4,12.1,0.0,0.093,182.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.3,0.0,0.0,0.0,18.2,0.1,3.7,54.7,0.4,107.2,693.1,0.0,0.7,201.0,803.465,5.117611464968153,0.08662420382165605,1.021656050955414,0.011464968152866243,747.8000000000001,4.763057324840765,0.6205128205128205,0.325
plantain cooked,179,0.3,0.1,0.02,0.052,48.0,21.6,1.2,3.5,0.0,0.079,103.6,0.0,0.064,0.005,0.0,0.036,1.2,0.4,0.4,16.8,0.0,0.2,0.024,3.1,0.1,0.9,49.3,0.0,43.1,716.1,0.087,0.2,73.8,818.272,4.571351955307263,0.026815642458100558,1.0726256983240223,0.015083798882681562,765.4,4.275977653631284,0.16203703703703703,0.33333333333333337
pokeberry shoots cooked,33,0.7,0.0,0.0,0.0,5.1,2.6,3.8,2.5,0.0,0.4,153.3,0.0,0.1,0.005,0.0,0.4,1.8,0.074,0.2,135.3,0.0,1.4,0.2,87.5,0.2,2.0,23.1,0.6,54.5,303.6,0.02,0.3,236.9,338.1,10.245454545454546,0.4606060606060606,0.6181818181818182,0.19090909090909092,326.70000000000005,9.900000000000002,0.9615384615384615,0.0
plantain raw,218,0.6,0.3,0.002,0.1,57.1,31.3,2.3,3.0,0.0,0.082,116.7,0.1,0.1,0.002,0.0,0.1,1.2,0.5,0.4,32.9,0.0,0.3,0.01,5.4,0.1,1.0,64.4,0.0,57.3,871.7,0.068,0.3,102.4,998.902,4.582119266055046,0.042201834862385317,1.0477064220183487,0.02477064220183486,936.1,4.294036697247707,0.09584664536741214,0.5
chokecherries,249,2.6,0.0,0.0,0.0,51.8,14.4,4.7,30.8,0.0,0.078,93.5,0.0,0.005,0.027,0.0,0.3,1.0,0.6,0.3,8.5,0.0,0.5,0.089,92.4,0.3,1.1,41.6,0.6,103.2,583.7,0.0,0.5,191.9,712.6,2.861847389558233,0.07550200803212852,0.8321285140562249,0.09397590361445785,625.3000000000001,2.511244979919679,2.138888888888889,0.0
wild plum,147,0.3,0.0,0.0,0.0,35.3,17.1,0.7,9.7,0.0,0.047,123.5,0.0,0.047,0.098,0.0,0.014,0.6,0.5,0.1,16.6,0.0,0.9,0.077,17.7,0.027,0.3,12.9,0.1,48.3,586.0,0.0,0.1,80.6,644.6,4.385034013605442,0.019047619047619046,0.9605442176870748,0.01836734693877551,598.9,4.074149659863945,0.567251461988304,0.0
jeijoa,148,1.0,0.3,0.1,0.3,37.0,19.9,1.7,15.6,0.0,0.041,202.4,0.0,0.001,0.071,0.0,0.015,0.7,0.6,0.2,79.9,0.0,0.4,0.041,41.3,0.006,0.3,21.9,0.2,46.2,418.0,0.0,0.1,176.8,494.9,3.3439189189189187,0.04594594594594594,1.0,0.060810810810810814,439.9,2.972297297297297,0.7839195979899498,0.3
peach dried,199,0.6,0.055,0.2,0.3,50.8,43.8,3.0,7.0,0.0,0.059,201.5,0.0,0.029,0.0,0.0,0.006,3.9,0.5,0.039,9.5,0.0,0.2,0.06,23.2,0.3,3.4,33.5,0.3,98.0,825.6,0.068,0.5,97.5,920.455,4.6254020100502515,0.06030150753768844,1.0211055276381908,0.027135678391959798,859.1,4.317085427135678,0.15981735159817353,0.09166666666666667
golden raisins,498,0.8,0.2,0.016,0.2,131.2,97.7,5.6,6.6,0.0,0.001,24.7,0.0,0.031,0.067,0.0,0.3,1.9,0.2,0.5,5.3,0.0,0.2,0.066,87.5,0.6,3.0,57.8,0.5,189.8,1230.9,0.062,0.5,240.0,1432.516,2.876538152610442,0.044979919678714855,1.0538152610441767,0.014457831325301205,1288.7,2.5877510040160643,0.06755373592630501,0.25
zante currants dried,408,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0.0,0.067,27.7,0.0,0.2,0.07,0.0,0.2,2.3,0.007,0.4,6.8,0.0,0.2,0.07,123.8,0.7,4.7,59.0,0.7,180.0,1284.5,0.098,1.0,258.1,1466.212,3.593656862745098,0.05784313725490196,1.046078431372549,0.008823529411764706,1343.5,3.292892156862745,0.10113519091847266,0.022499999999999996
mamey sapote,217,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0.0,0.008,113.5,0.0,0.018,0.094,0.0,0.2,2.5,0.7,1.3,40.3,0.0,3.7,0.0,31.5,0.4,1.4,19.3,0.4,45.5,794.5,0.0,0.3,142.2,882.7,4.0677419354838715,0.04608294930875576,1.0359447004608295,0.03317972350230415,813.8,3.7502304147465435,0.2698863636363636,0.37499999999999994
naranjilla lulo pulp,30,0.3,0.0,0.0,0.0,7.1,4.5,0.5,1.3,0.0,0.044,111.7,0.0,0.039,0.032,0.0,0.0,1.7,0.3,0.1,3.8,0.0,0.9,0.011,9.6,0.069,0.4,13.2,0.074,14.4,240.0,0.082,0.1,23.0,262.1,8.736666666666668,0.06666666666666667,0.9466666666666667,0.09,253.2,8.44,0.2888888888888889,0.0
soursop,149,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0.0,0.024,182.6,0.0,0.2,0.001,0.0,0.1,2.0,0.6,0.1,46.4,0.0,0.2,0.031,31.5,0.2,1.4,47.3,0.0,60.8,625.5,0.017,0.2,127.6,720.9,4.838255033557047,0.06174496644295301,1.01744966442953,0.04228187919463087,672.8,4.515436241610738,0.24262295081967214,0.14285714285714288
casaba melon,48,0.2,0.012,0.046,0.012,11.2,9.7,1.9,1.5,0.0,0.057,156.1,0.0,0.083,0.003,0.0,0.042,0.4,0.1,0.3,37.1,0.0,0.053,0.034,18.7,0.1,0.6,18.7,0.026,8.5,309.4,0.07,0.1,71.2,342.77,7.141041666666666,0.15833333333333333,0.9333333333333332,0.0375,328.09999999999997,6.835416666666666,0.15463917525773196,0.06
coriander leaves raw,4,0.086,0.044,0.01,0.064,0.6,0.1,0.3,0.4,0.0,0.005,14.8,0.0,0.083,0.05,0.0,0.059,0.2,0.069,0.066,4.3,0.0,0.4,0.008,10.7,0.028,0.3,4.2,0.051,7.7,83.4,0.019,0.059,16.674,89.018,22.2545,0.3,0.6,0.19349999999999998,87.60000000000001,21.900000000000002,4.0,0.5116279069767442
parsley dried,1,0.096,0.064,0.086,0.093,0.3,0.073,0.1,0.1,0.0,0.058,0.09,0.0,0.062,0.072,0.0,0.014,0.031,0.089,0.03,0.6,0.0,0.008,0.063,5.7,0.092,0.1,2.0,0.061,2.2,13.4,0.029,0.076,6.95,16.143,16.143,0.4,1.2,0.864,15.4,15.4,1.3698630136986303,0.6666666666666666
oregano dried,265,4.3,1.6,0.7,1.4,68.9,4.1,9.0,42.5,0.0,0.009,9.9,0.0,0.0,0.2,0.2,0.0,0.5,4.6,0.9,1.0,2.3,0.0,18.3,0.6,1597.0,0.6,36.8,270.0,5.0,148.0,1260.0,0.01,126.9,311.2,1.1743396226415095,0.13584905660377358,1.04,0.14603773584905658,187.1,0.7060377358490566,10.365853658536587,0.372093023255814
thyme dried,276,7.4,2.7,0.5,1.2,63.9,1.7,9.1,37.0,0.0,0.016,7.8,0.0,0.0,0.5,0.3,0.0,0.4,4.9,0.0,0.6,50.0,0.0,7.5,1.7,1890.0,0.9,123.6,220.0,7.9,201.0,814.0,0.068,120.6,489.0,1.7717391304347827,0.1318840579710145,0.9260869565217391,0.24130434782608698,374.6,1.3572463768115943,21.764705882352942,0.36486486486486486
dandelion greens cooked,35,0.6,0.0,0.0,0.0,6.7,1.7,2.1,3.0,0.0,0.3,94.3,0.0,0.1,0.063,0.0,0.2,0.5,0.058,0.2,18.9,0.0,0.6,0.4,147.0,0.1,1.9,25.2,0.2,44.1,243.6,0.004,0.3,180.2,280.6,8.017142857142858,0.24000000000000002,0.7657142857142857,0.15428571428571428,268.8,7.680000000000001,1.7647058823529411,0.0
garden cress cooked,31,0.8,0.001,0.3,0.3,5.1,4.2,2.6,0.9,0.0,0.3,124.9,0.0,0.029,0.035,0.0,0.2,1.1,0.2,0.2,31.1,0.0,0.7,0.5,82.4,0.2,1.1,35.1,0.5,64.8,476.6,0.039,0.2,124.0,520.9010000000001,16.803258064516132,0.33548387096774196,0.6580645161290322,0.23225806451612904,511.70000000000005,16.506451612903227,0.21428571428571427,0.00125
dandelion greens raw,25,0.4,0.012,0.041,0.2,5.1,0.4,1.5,1.9,0.0,0.043,47.1,0.0,0.1,0.059,0.0,0.1,0.4,0.095,0.1,19.3,0.0,1.9,0.4,102.9,0.007,1.7,19.8,0.2,36.3,218.4,0.086,0.2,132.8,246.953,9.878120000000001,0.24,0.816,0.14400000000000002,238.20000000000002,9.528,4.749999999999999,0.03
white beans canned,299,0.8,0.2,0.073,0.3,55.5,0.8,19.0,12.6,0.0,0.079,183.7,0.0,0.3,0.2,0.0,0.026,0.3,0.5,0.2,0.0,0.0,2.1,0.052,191.3,0.6,7.8,133.6,1.3,238.4,1189.5,0.022,2.9,287.0,1410.773,4.718304347826087,0.25418060200668896,0.7424749163879598,0.024080267558528427,1323.1,4.425083612040133,15.749999999999998,0.25
pink beans raw,720,2.4,0.6,0.2,1.0,134.8,4.5,44.0,26.7,0.0,0.057,21.1,0.0,1.6,1.0,0.0,0.4,4.0,2.1,1.1,0.0,0.0,0.4,0.007,273.0,1.7,14.2,382.2,2.9,871.5,3074.4,0.077,5.4,495.1,3663.9,5.08875,0.24444444444444444,0.7488888888888889,0.029999999999999995,3456.6,4.800833333333333,5.933333333333334,0.25
navy beans raw,701,3.1,0.4,0.5,2.9,126.4,8.1,46.4,50.8,0.0,0.059,25.2,0.0,1.6,0.8,0.0,0.3,4.6,1.5,0.9,0.0,0.0,0.08,0.018,305.8,1.7,11.4,364.0,2.9,846.6,2464.8,0.028,7.6,543.9,3056.2000000000003,4.359771754636235,0.2647646219686163,0.7212553495007133,0.03980028530670471,2828.8,4.035378031383738,6.271604938271605,0.12903225806451613
black eyed cowpeas raw,131,0.5,0.1,0.003,0.2,27.3,4.4,4.3,7.3,0.0,0.048,111.9,0.0,0.2,0.2,0.0,0.2,2.1,0.2,0.086,3.6,0.0,0.0,0.0,182.7,0.2,1.6,74.0,0.8,76.9,625.0,0.099,1.5,227.3,738.203,5.635137404580153,0.13129770992366413,0.833587786259542,0.03435114503816794,699.0,5.33587786259542,1.659090909090909,0.2
pinto beans raw,670,2.4,0.5,0.4,0.8,120.7,4.1,41.3,29.9,0.0,0.036,21.9,0.0,1.4,1.0,0.0,0.4,2.3,1.5,0.9,12.2,0.0,0.4,0.062,218.1,1.7,9.8,339.7,2.2,793.2,2688.5,0.036,4.4,434.4,3221.8,4.808656716417911,0.24656716417910446,0.7205970149253732,0.03223880597014925,3028.2,4.519701492537314,7.2926829268292686,0.20833333333333334
black turtle beans raw,624,1.7,0.4,0.1,0.7,116.4,3.9,39.1,28.5,0.0,0.041,20.2,0.0,1.7,0.8,0.0,0.4,3.6,1.7,0.5,0.0,0.0,0.4,0.032,294.4,1.8,16.0,294.4,1.8,809.6,2760.0,0.005,4.0,496.1,3239.6,5.191666666666666,0.25064102564102564,0.7461538461538462,0.02451923076923077,3054.4,4.894871794871795,7.3076923076923075,0.23529411764705885
fava beans raw,512,2.3,0.4,0.5,0.9,87.4,8.6,39.2,37.5,0.0,0.1,16.5,0.0,0.8,0.6,0.0,0.5,4.2,1.5,0.5,2.1,0.0,0.057,0.073,154.5,1.2,10.1,288.0,2.4,631.5,1593.0,0.016,4.7,333.1,2046.9,3.9978515625,0.30625,0.6828125,0.0404296875,1881.0,3.673828125,4.3604651162790695,0.1739130434782609
white beans raw,673,1.7,0.4,0.1,0.7,121.7,4.3,47.2,30.7,0.0,0.051,22.9,0.0,0.9,0.8,0.0,0.3,1.0,1.5,0.6,0.0,0.0,0.4,0.03,484.8,2.0,21.1,383.8,3.6,608.0,3625.9,0.097,7.4,707.2,4210.5,6.2563150074294205,0.28053491827637445,0.7233283803863299,0.022734026745913818,4009.7000000000003,5.957949479940565,7.1395348837209305,0.23529411764705885
navy beans canned,296,1.1,0.3,0.073,0.5,53.6,0.7,19.7,13.4,0.0,1.2,184.6,0.0,0.4,0.2,0.0,0.1,1.3,0.5,0.3,1.8,0.0,2.0,0.022,123.1,0.5,4.8,123.1,1.0,351.1,754.6,0.003,2.0,217.5,965.273,3.2610574324324326,0.2662162162162162,0.7243243243243244,0.033445945945945944,877.7,2.965202702702703,19.142857142857146,0.2727272727272727
mung beans raw,718,2.4,0.7,0.3,0.8,129.6,13.7,49.4,33.7,0.0,0.085,18.7,0.0,1.3,1.3,0.0,0.5,4.7,4.0,0.8,9.9,0.0,1.1,0.009,273.2,1.9,14.0,391.2,2.1,759.7,2579.2,0.001,5.5,512.2,3184.8999999999996,4.435793871866295,0.27520891364902506,0.7220055710306407,0.030083565459610023,2970.3999999999996,4.137047353760445,2.4598540145985406,0.2916666666666667
lentils raw,678,2.0,0.3,0.4,1.0,115.4,3.9,49.5,58.6,0.0,0.039,20.0,0.0,1.7,0.9,0.0,0.4,5.0,4.1,1.0,8.4,0.0,0.9,0.083,107.5,1.0,14.5,234.2,2.6,865.9,1833.6,0.048,9.2,355.9,2293.0,3.382005899705015,0.2920353982300885,0.680825958702065,0.02654867256637168,2067.7999999999997,3.0498525073746308,15.025641025641026,0.15
chickpeas raw,728,12.1,1.3,2.7,5.4,121.3,21.4,38.6,34.8,0.0,0.005,23.1,0.0,1.0,1.1,0.0,0.4,3.1,3.2,1.1,8.0,0.0,1.6,0.004,210.0,1.7,12.5,230.0,4.4,732.0,1750.0,0.095,6.9,437.3,2184.1,3.0001373626373624,0.21208791208791208,0.6664835164835164,0.14958791208791208,1980.0,2.71978021978022,1.6261682242990654,0.10743801652892562
baked beans canned,239,0.9,0.2,0.2,0.3,53.7,20.2,12.1,10.4,0.0,0.9,182.9,0.0,0.2,0.036,0.0,0.078,1.1,0.5,0.2,0.0,0.0,0.4,0.019,86.4,0.4,3.0,68.6,0.3,188.0,569.0,0.082,5.8,166.5,714.5,2.989539748953975,0.20251046025104602,0.898744769874477,0.033891213389121336,637.6,2.667782426778243,0.5148514851485149,0.22222222222222224
snap beans raw,31,0.2,0.051,0.016,0.1,7.0,3.3,1.8,2.7,0.0,0.025,90.3,0.0,0.02,0.061,0.0,0.1,0.7,0.2,0.1,12.2,0.0,0.4,0.066,37.0,0.093,1.0,25.0,0.2,38.0,211.0,0.003,0.2,61.9,247.667,7.989258064516129,0.23225806451612904,0.9032258064516129,0.05806451612903226,236.0,7.612903225806452,0.8181818181818182,0.25499999999999995
navy beans cooked,255,1.1,0.2,0.3,0.9,47.4,0.7,15.0,19.1,0.0,0.4,116.1,0.0,0.4,0.3,0.0,0.1,1.2,0.5,0.3,0.0,0.0,0.08,0.002,125.6,0.4,4.3,96.5,1.0,262.1,708.0,0.012,1.9,212.5,887.4,3.48,0.23529411764705882,0.7435294117647059,0.03882352941176471,804.5,3.1549019607843136,27.28571428571429,0.18181818181818182
lima beans raw,602,1.2,0.3,0.1,0.6,112.8,15.1,38.2,33.8,0.0,0.078,18.1,0.0,0.9,0.7,0.0,0.4,2.7,2.4,0.9,0.0,0.0,1.3,0.058,144.2,1.3,13.4,398.7,3.0,685.3,3068.7,0.087,5.0,343.6,3653.2,6.06843853820598,0.2538205980066445,0.7495016611295681,0.01794019933554817,3467.3999999999996,5.759800664451826,2.23841059602649,0.25
black beans raw,662,2.8,0.7,0.2,1.2,121.0,4.1,41.9,30.1,0.0,0.065,21.4,0.0,1.7,0.9,0.0,0.4,3.8,1.7,0.6,0.0,0.0,0.4,0.026,238.6,1.6,9.7,331.7,2.1,682.9,2877.0,0.057,7.1,444.1,3403.8,5.141691842900302,0.25317220543806646,0.7311178247734139,0.038066465256797584,3208.7,4.846978851963746,7.3414634146341475,0.25
cowpeas raw,41,0.3,0.082,0.074,0.1,8.9,4.7,3.1,3.1,0.0,0.026,80.8,0.0,0.1,0.087,0.0,0.1,1.1,0.9,0.2,31.0,0.0,0.5,0.025,61.1,0.038,0.9,54.5,0.3,61.1,202.1,0.066,0.3,108.4,271.956,6.633073170731707,0.3024390243902439,0.8682926829268293,0.06585365853658535,256.6,6.258536585365854,0.6595744680851063,0.2733333333333334
pinto beans canned,197,1.3,0.3,0.3,0.5,36.4,2.4,11.0,11.0,0.0,0.6,187.7,0.0,0.1,0.03,0.0,0.063,0.6,0.3,0.2,1.7,0.0,1.4,0.09,112.8,0.4,3.5,79.2,0.8,220.8,662.4,0.0,1.3,177.7,801.0999999999999,4.066497461928933,0.2233502538071066,0.7390862944162436,0.059390862944162445,741.6,3.7644670050761424,4.583333333333334,0.23076923076923075
chickpeas cooked,269,4.2,0.4,1.0,1.9,45.0,7.9,14.5,12.5,0.0,0.08,98.7,0.0,0.2,0.3,0.0,0.1,0.9,0.5,0.2,2.1,0.0,0.6,0.024,80.4,0.6,4.7,78.7,1.7,275.5,477.2,0.031,2.5,163.4,631.2,2.346468401486989,0.21561338289962825,0.6691449814126395,0.1405204460966543,555.9,2.066542750929368,1.5822784810126582,0.09523809523809523
mungo beans cooked,189,1.0,0.065,0.001,0.6,33.0,3.6,13.6,11.5,0.0,0.083,130.5,0.0,0.3,0.2,0.0,0.1,2.7,0.8,0.1,1.8,0.0,0.3,0.092,95.4,0.3,3.2,113.4,0.7,280.8,415.8,0.042,1.5,159.5,587.966,3.110931216931217,0.2878306878306878,0.6984126984126984,0.047619047619047616,529.2,2.8000000000000003,3.194444444444444,0.065
