food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_Nutrition,Nutrition_Density,Protein_Ratio,Carbohydrate_Ratio,Fat_Ratio,Micronutrient_Sum,Nutrient_to_Calorie,Fiber_to_Sugar_Ratio,Saturated_Fat_Ratio,PCA1,PCA2,Cluster
sweet potato baked,103,0.2,0.013,0.072,0.1,23.6,7.4,2.3,3.8,0.0,0.07,86.4,0.0,0.1,0.043,0.0,0.1,1.7,1.0,0.3,22.3,0.0,0.8,0.04,43.3,0.2,0.8,30.8,0.6,61.6,541.5,0.03,0.4,96.3,602.185,5.846456310679611,0.08932038834951456,0.9165048543689321,0.017475728155339806,572.3,5.55631067961165,0.5135135135135135,0.06499999999999999,-0.7387982310927503,-1.7557751432352287,0
chinese cabbage pe tsai raw,12,0.2,0.033,0.087,0.004,2.5,1.1,0.9,0.9,0.0,0.049,71.7,0.0,0.068,0.05,0.0,0.028,0.3,0.055,0.2,20.5,0.0,0.003,0.088,58.5,0.074,0.2,9.9,0.1,22.0,180.9,0.03,0.2,83.7,195.22400000000002,16.268666666666668,0.3,0.8333333333333334,0.15,190.8,15.9,0.8181818181818181,0.165,-2.045845559679114,-2.7072305313762173,0
taro raw,116,0.2,0.099,0.062,0.01,27.5,0.4,1.6,4.3,0.0,0.054,73.5,0.0,0.028,0.024,0.0,0.059,0.6,0.3,0.3,4.7,0.0,2.5,0.001,44.7,0.2,0.6,34.3,0.4,87.4,614.6,0.097,0.2,83.6,682.471,5.883370689655172,0.055172413793103454,0.9482758620689655,0.015517241379310345,648.9,5.593965517241379,10.749999999999998,0.495,-0.7044689760505731,-1.9431413213342572,0
yam bean jicama,49,0.1,0.061,0.088,0.093,11.5,2.3,0.9,6.4,0.0,0.047,117.1,0.0,0.075,0.061,0.0,0.017,0.3,0.2,0.02,26.3,0.0,0.6,0.019,15.6,0.061,0.8,15.6,0.012,23.4,195.0,0.045,0.2,61.6,229.642,4.686571428571429,0.07346938775510205,0.9387755102040817,0.018367346938775512,210.6,4.297959183673469,2.7826086956521743,0.61,-1.2185620341252101,-1.2780465121910105,1
mustard greens cooked,36,0.7,0.053,0.2,0.008,6.3,2.0,3.6,2.8,0.0,0.4,128.5,0.0,0.008,0.007,0.0,0.042,0.6,0.2,0.1,35.4,0.0,2.5,0.8,165.2,0.1,1.2,18.2,0.0,58.8,226.8,0.059,0.2,215.2,257.961,7.165583333333334,0.4,0.7,0.175,245.0,6.805555555555555,1.4,0.07571428571428572,-1.1826191122601435,-1.093348312511215,1
pumpkin flowers cooked,20,0.1,0.057,0.007,0.084,4.4,3.2,1.5,1.2,0.0,0.082,127.6,0.0,0.019,0.049,0.0,0.041,0.4,0.0,0.094,6.7,0.0,0.061,0.0,49.6,0.1,1.2,33.5,0.0,45.6,142.0,0.007,0.1,64.7,182.748,9.1374,0.3,0.8800000000000001,0.045,175.5,8.775,0.37499999999999994,0.57,-1.632982551939836,-1.728597044923231,0
yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1,15.6,12.1,0.0,0.06,17.2,0.0,0.6,0.057,0.0,0.3,6.0,0.7,1.0,0.0,0.0,0.8,0.016,11.6,0.5,4.5,210.8,0.8,348.6,476.4,0.032,3.7,175.0,845.0,1.3943894389438944,0.10297029702970296,0.8138613861386138,0.11732673267326735,687.2,1.133993399339934,10.999999999999998,0.13924050632911392,3.532349484833613,-2.2963744708315064,0
endive,9,0.1,0.022,0.044,0.072,1.7,0.1,0.6,1.6,0.0,0.08,46.9,0.0,0.092,0.065,0.0,0.017,0.2,0.5,0.095,3.3,0.0,0.2,0.1,26.0,0.002,0.4,7.5,0.2,14.0,157.0,0.085,0.4,33.7,168.538,18.726444444444446,0.26666666666666666,0.7555555555555555,0.1,164.5,18.27777777777778,16.0,0.21999999999999997,-2.1706702561391977,-3.1950890770682197,0
wakame,36,0.5,0.1,0.002,0.2,7.3,0.5,2.4,0.4,0.0,0.7,64.0,0.0,0.087,0.2,0.0,0.2,1.3,0.6,0.07,2.4,0.0,0.8,0.039,120.0,0.2,1.7,85.6,1.1,64.0,40.0,0.035,0.3,134.7,136.002,3.7778333333333336,0.26666666666666666,0.8111111111111111,0.125,125.6,3.488888888888889,0.8,0.2,-1.1072153111932364,-0.6087545555568036,1
broccoli raw,31,0.3,0.053,0.028,0.015,6.0,1.5,2.6,2.4,0.0,0.049,81.3,0.0,0.0,0.088,0.085,0.0,0.1,0.6,0.5,0.2,81.2,0.0,0.7,0.092,42.8,0.016,0.7,19.1,0.2,60.1,287.6,0.036,11.548,153.096,4.938580645161291,0.33548387096774196,0.7741935483870968,0.08709677419354837,142.0,4.580645161290323,1.5999999999999999,0.17666666666666667,-1.7495850615410355,-0.9652015828358824,1
sweet green peppers raw,30,0.3,0.053,0.043,0.037,6.9,3.6,1.3,2.5,0.0,0.023,139.9,0.0,0.013,0.011,0.0,0.068,0.7,0.1,0.3,119.8,0.0,0.6,0.083,14.9,0.035,0.5,14.9,0.2,29.8,260.8,0.0,0.2,146.2,286.533,9.5511,0.17333333333333334,0.92,0.09,275.7,9.19,0.6944444444444444,0.17666666666666667,-1.5682986862777069,-1.8549306579012774,0
chinese cabbage pak choi cooked,20,0.3,0.014,0.046,0.1,3.0,1.4,2.7,1.7,0.0,0.5,162.4,0.0,0.068,0.012,0.0,0.1,0.7,0.1,0.3,44.2,0.0,0.2,0.049,158.1,0.088,1.8,18.7,0.2,49.3,630.7,0.055,0.3,211.8,656.96,32.848,0.54,0.6,0.13499999999999998,649.4000000000001,32.470000000000006,1.2142857142857144,0.04666666666666667,-2.174637952836232,-6.029153019433317,0
agar,1,0.058,0.087,0.01,0.028,0.3,0.005,0.053,0.027,0.0,0.049,4.6,0.0,0.0,0.027,0.08,0.0,0.097,0.006,0.091,0.066,0.0,0.0,0.003,0.075,2.7,0.002,0.046,3.4,0.027,0.3,11.3,0.1,0.587,0.851,0.851,0.212,1.2,0.522,0.346,0.346,5.3999999999999995,1.4999999999999998,-1.6345476848656402,0.5419593749401703,1
watercress,4,0.006,0.071,0.027,0.0,0.4,0.099,0.8,0.2,0.0,0.038,32.3,0.0,0.0,0.028,0.085,0.0,0.034,0.003,0.1,0.085,14.6,0.0,0.3,0.069,40.8,0.063,0.056,7.1,0.048,20.4,112.2,0.095,1.59,36.554,9.1385,0.8,0.4,0.0135,35.056,8.764,2.0202020202020203,11.833333333333332,-1.9204421962499116,-1.1710594958048521,0
beet greens cooked,39,0.3,0.025,0.067,0.1,7.9,0.9,3.7,4.2,0.0,0.3,128.3,0.0,0.2,0.009,0.0,0.4,0.7,0.5,0.2,35.9,0.0,2.6,0.7,164.2,0.4,2.7,97.9,0.7,59.0,1309.0,0.097,0.7,218.9,1422.892,36.48441025641026,0.3794871794871795,0.8102564102564103,0.06923076923076922,1406.9,36.07435897435898,4.666666666666667,0.08333333333333334,-1.4477845796944964,-8.064507615479304,0
winter squash cooked,76,0.7,0.1,0.083,0.3,18.1,6.8,1.8,5.7,0.0,0.068,182.9,0.0,0.017,0.009,0.0,0.1,1.0,0.5,0.3,3.7,0.0,0.2,0.036,45.1,0.2,0.9,26.7,0.4,39.0,494.1,0.086,0.5,76.0,546.883,7.195828947368422,0.09473684210526316,0.9526315789473685,0.08289473684210526,520.8000000000001,6.85263157894737,0.8382352941176471,0.14285714285714288,-0.8573455117351306,-1.9510060182666187,0
new zealand spinach raw,8,0.1,0.077,0.078,0.043,1.4,0.2,0.8,0.8,0.0,0.017,52.6,0.0,0.051,0.063,0.0,0.003,0.3,0.2,0.2,16.8,0.0,0.8,0.2,32.5,0.07,0.4,21.8,0.4,15.7,72.8,0.006,0.2,52.8,97.798,12.22475,0.4,0.7,0.1125,94.6,11.825,4.0,0.7699999999999999,-1.8530690618148038,-1.8537954420140783,0
okra,4,0.082,0.001,0.019,0.053,0.9,0.2,0.2,0.4,0.0,0.098,10.7,0.0,0.041,0.067,0.0,0.024,0.1,0.018,0.044,2.7,0.0,0.001,0.085,9.8,0.038,0.082,6.8,0.031,7.3,35.6,0.066,0.04,14.081,43.973,10.99325,0.2,0.9,0.1845,42.4,10.6,2.0,0.012195121951219513,-2.036445873205879,-1.5593653479901046,0
rhubarb cooked,278,0.1,0.08,0.009,0.067,74.9,68.9,0.9,4.8,0.0,0.007,162.7,0.0,0.0,0.071,0.066,0.0,0.06,0.5,0.1,0.041,7.9,0.0,0.5,0.081,348.0,0.024,0.5,28.8,0.2,19.2,230.4,0.057,80.893,108.35600000000001,0.3897697841726619,0.012949640287769784,1.0776978417266188,0.003237410071942446,27.6,0.09928057553956834,0.06966618287373004,0.7999999999999999,0.3393167244635067,-0.9970290259312171,1
beets raw,58,0.2,0.028,0.032,0.067,13.0,9.2,2.2,3.8,0.0,0.1,119.1,0.0,0.0,0.096,0.1,0.0,0.077,0.5,0.2,0.026,6.7,0.0,0.064,0.079,21.8,0.1,1.1,31.3,0.4,54.4,442.0,0.096,19.395,81.327,1.4021896551724138,0.1517241379310345,0.896551724137931,0.03103448275862069,62.2,1.0724137931034483,0.41304347826086957,0.13999999999999999,-1.190374543391324,-0.36205905802586913,1
onion raw,16,0.048,0.077,0.091,0.007,3.7,1.7,0.4,0.7,0.0,0.065,35.6,0.0,0.0,0.047,0.054,0.0,0.043,0.074,0.063,0.098,3.0,0.0,0.029,0.08,9.2,0.011,0.014,4.0,0.072,11.6,58.4,0.092,4.955,19.589,1.2243125,0.1,0.925,0.027,14.613999999999999,0.9133749999999999,0.4117647058823529,1.6041666666666665,-1.6963949197283004,-0.03455105036870928,1
butternut squash raw,90,0.2,0.044,0.046,0.019,23.4,4.4,2.0,4.0,0.0,0.067,172.8,0.0,0.0,0.2,0.016,0.0,0.048,2.4,0.8,0.3,42.0,0.0,2.9,0.075,96.0,0.1,1.4,68.0,0.4,66.0,704.0,0.024,30.078,138.909,1.5434333333333332,0.08888888888888889,1.04,0.02,109.4,1.2155555555555557,0.9090909090909091,0.21999999999999997,-1.286230362311735,-0.7622465225791223,1
turnip greens raw,18,0.2,0.009,0.04,0.066,3.9,0.4,0.8,1.8,0.0,0.012,49.3,0.0,0.015,0.1,0.0,0.015,0.3,0.2,0.1,33.0,0.0,1.6,0.1,104.5,0.2,0.6,17.1,0.3,23.1,162.8,0.026,0.1,144.8,186.51500000000001,10.361944444444445,0.17777777777777778,0.8666666666666667,0.1,179.9,9.994444444444445,4.5,0.04499999999999999,-1.7606202496158991,-1.7949284087500332,0
spaghetti squash raw,31,0.6,0.1,0.026,0.2,7.0,2.8,0.6,1.5,0.0,0.081,92.5,0.0,0.06,0.022,0.0,0.061,1.0,0.4,0.1,2.1,0.0,0.1,0.076,23.2,0.077,0.3,12.1,0.1,12.1,109.1,0.091,0.2,35.3,130.62599999999998,4.2137419354838705,0.07741935483870968,0.9032258064516129,0.17419354838709675,121.19999999999999,3.9096774193548383,0.5357142857142857,0.16666666666666669,-1.4644678439666317,-0.48673214259314895,1
yam cooked,158,0.2,0.061,0.018,0.059,37.4,0.7,2.0,5.3,0.0,0.017,95.4,0.0,0.0,0.1,0.035,0.0,0.088,0.8,0.4,0.3,16.5,0.0,0.5,0.083,19.0,0.2,0.7,24.5,0.5,66.6,911.2,0.006,45.477,128.63799999999998,0.8141645569620252,0.05063291139240506,0.9468354430379746,0.01139240506329114,83.8,0.530379746835443,7.571428571428572,0.305,-0.8265802946675903,-0.6049694065912771,1
corn dried,119,3.0,0.6,1.1,1.3,18.8,6.0,4.1,5.8,0.0,0.029,1.8,0.0,0.095,0.048,0.0,0.011,2.3,0.4,0.3,0.0,0.0,0.1,0.0,7.1,0.014,0.7,42.2,0.3,97.4,219.3,0.053,0.9,39.5,293.20000000000005,2.463865546218488,0.13781512605042015,0.6319327731092437,0.226890756302521,261.5,2.197478991596639,0.9666666666666667,0.19999999999999998,-0.19515362962915528,-0.25514347055896913,1
cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5,1.0,0.8,0.0,0.061,142.8,0.0,0.064,0.08,0.0,0.066,0.1,0.4,0.046,4.2,0.0,0.049,0.038,24.0,0.065,0.4,19.5,0.1,36.0,220.5,0.082,0.3,36.0,247.353,10.754478260869565,0.17391304347826086,0.9391304347826087,0.0782608695652174,240.0,10.434782608695652,0.32,0.34,-1.7748037380593438,-1.989200089965955,0
summer squash raw,42,0.5,0.1,0.048,0.2,8.7,5.7,3.1,2.9,0.0,0.051,246.1,0.0,0.0,0.1,0.019,0.0,0.4,1.3,0.4,0.6,44.2,0.0,0.3,0.009,39.0,0.1,0.9,44.2,0.5,98.8,681.2,0.096,15.958,158.948,3.7844761904761905,0.29523809523809524,0.8285714285714285,0.10714285714285714,143.9,3.4261904761904765,0.5087719298245613,0.2,-1.4098402363608387,-0.7202341514099159,1
sweet potato raw,112,0.002,0.036,0.008,0.015,26.2,5.4,2.0,3.9,0.0,0.079,100.5,0.0,0.0,0.1,0.049,0.0,0.081,0.7,1.0,0.3,3.1,0.0,0.3,0.048,39.0,0.2,0.8,32.5,0.3,61.1,438.1,0.044,32.696,97.159,0.8674910714285715,0.07142857142857142,0.9357142857142857,0.00016071428571428573,65.0,0.5803571428571429,0.7222222222222222,18.0,-1.2243183245711495,-0.516476170067825,1
green tomato,42,0.4,0.024,0.018,0.1,9.3,7.3,2.2,2.0,0.0,0.055,169.3,0.0,0.1,0.027,0.0,0.017,0.9,0.9,0.1,42.6,0.0,0.7,0.003,23.7,0.2,0.9,18.2,0.2,51.0,371.3,0.051,0.1,81.1,403.142,9.598619047619048,0.20952380952380953,0.8857142857142858,0.08571428571428572,389.5,9.273809523809524,0.273972602739726,0.06,-1.3626263192500387,-1.9473424196019136,0
beet greens raw,8,0.078,0.026,0.037,0.015,1.6,0.2,0.8,1.4,0.0,0.013,34.6,0.0,0.008,0.064,0.0,0.068,0.2,0.027,0.087,11.4,0.0,0.6,0.2,44.5,0.092,1.0,26.6,0.1,15.6,289.6,0.039,0.1,60.771,320.07800000000003,40.009750000000004,0.4,0.8,0.08775,316.20000000000005,39.525000000000006,6.999999999999999,0.3333333333333333,-2.9870345010863484,-7.340061911642071,0
turnips cooked,34,0.1,0.082,0.089,0.076,7.9,4.7,1.1,3.1,0.0,0.017,146.0,0.0,0.0,0.001,0.096,0.0,0.011,0.5,0.2,0.1,18.1,0.0,0.082,0.063,34.3,0.025,0.3,12.5,0.2,29.6,210.6,0.017,12.408,60.34700000000001,1.7749117647058825,0.12941176470588237,0.9294117647058824,0.026470588235294117,48.0,1.411764705882353,0.6595744680851063,0.82,-1.505154740849419,-0.39424961875985937,1
dried tomatoes,5,0.053,0.032,0.032,0.086,1.1,0.8,0.3,0.2,0.0,0.069,0.3,0.0,0.013,0.022,0.0,0.056,0.2,0.072,0.034,0.8,0.0,0.079,0.09,2.2,0.082,0.2,3.9,0.065,7.1,68.5,0.061,0.085,4.838,74.15,14.830000000000002,0.24,0.8800000000000001,0.0954,72.4,14.48,0.25,0.6037735849056604,-2.2347291268756244,-2.3996586187045756,0
radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4,0.9,0.6,0.0,0.033,60.5,0.0,0.039,0.039,0.0,0.077,0.2,0.2,0.048,5.2,0.0,1.5,0.2,12.4,0.2,0.4,8.5,0.087,26.0,196.3,0.042,0.4,22.6,209.303,13.953533333333333,0.24000000000000002,0.7733333333333333,0.12000000000000001,204.8,13.653333333333334,1.4999999999999998,0.155,-1.9450078798713224,-2.2380959067101776,0
mixed vegetables cooked,118,0.3,0.0,0.09,0.1,23.8,5.7,5.2,8.0,0.0,0.089,151.5,0.0,0.0,0.1,0.053,0.0,0.2,1.5,0.3,0.1,5.8,0.0,0.7,0.083,45.5,0.2,1.5,40.0,0.7,92.8,307.6,0.022,37.698,137.29,1.1634745762711864,0.17627118644067796,0.8067796610169492,0.022881355932203386,100.1,0.8483050847457627,1.4035087719298245,0.0,-0.6171985776746074,-0.5819519406576287,1
spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1,0.9,0.7,0.0,0.036,27.4,0.0,0.045,0.064,0.0,0.024,0.2,0.063,0.094,8.4,0.0,0.6,0.1,29.7,0.042,0.8,23.7,0.3,14.7,167.4,0.078,0.2,41.7,193.96,27.708571428571428,0.5142857142857143,0.6285714285714287,0.1285714285714286,191.1,27.3,6.999999999999999,0.24,-2.4225274423592946,-4.70173603943785,0
kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2,0.6,0.9,0.0,0.045,18.8,0.092,0.042,0.048,0.0,0.055,0.2,0.058,0.088,19.6,0.0,0.1,0.018,53.3,0.3,0.3,6.9,0.1,11.6,73.1,0.078,0.082,75.973,82.571,11.795857142857143,0.34285714285714286,0.5142857142857143,0.3857142857142857,80.0,11.428571428571429,4.5,0.19,-1.6695437546018332,-1.0350210480115034,0
kohlrabi raw,72,0.3,0.007,0.072,0.1,16.4,6.9,4.5,9.5,0.0,0.063,241.2,0.0,0.0,0.1,0.055,0.0,0.075,1.1,0.4,0.4,164.3,0.0,1.3,0.069,63.6,0.3,1.1,50.4,0.4,121.9,927.5,0.015,31.457,317.879,4.414986111111111,0.25,0.911111111111111,0.0375,287.3,3.990277777777778,1.3768115942028984,0.023333333333333334,-1.465609092259549,-1.9477376846879177,1
carrots raw,25,0.1,0.046,0.043,0.069,5.8,2.9,0.6,1.7,0.0,0.024,53.9,0.0,0.0,0.064,0.034,0.0,0.033,0.6,0.2,0.084,3.6,0.0,0.4,0.028,20.1,0.022,0.2,7.3,0.004,21.4,195.2,0.012,8.43,33.458,1.33832,0.096,0.9279999999999999,0.036000000000000004,25.2,1.008,0.5862068965517241,0.45999999999999996,-1.575730085819805,-0.12439172870152845,1
red chili peppers,18,0.2,0.088,0.05,0.1,4.0,2.4,0.8,0.7,0.0,0.03,39.6,0.0,0.076,0.085,0.0,0.036,0.6,0.04,0.2,64.7,0.0,0.3,0.039,6.3,0.042,0.5,10.4,0.071,19.4,144.9,0.014,0.1,77.2,161.038,8.946555555555555,0.17777777777777778,0.8888888888888888,0.1,155.3,8.627777777777778,0.2916666666666667,0.43999999999999995,-1.7794169473018444,-1.4477829669451896,0
sweet corn white,63,0.9,0.1,0.3,0.4,13.9,2.4,2.4,2.0,0.0,0.016,55.5,0.0,0.0,0.1,0.06,0.0,0.03,1.2,0.6,0.074,5.0,0.0,0.079,0.084,1.5,0.049,0.4,27.0,0.1,65.0,197.1,0.094,19.356,89.5,1.4206349206349207,0.15238095238095237,0.8825396825396825,0.12857142857142856,70.4,1.1174603174603175,0.8333333333333334,0.11111111111111112,-1.198574311219785,-0.05148425422783524,1
celeriac raw,66,0.5,0.1,0.052,0.2,14.4,2.5,2.3,2.8,0.0,0.2,137.3,0.0,0.0,0.044,0.098,0.0,0.063,1.1,0.5,0.3,12.5,0.0,0.6,0.081,67.1,0.1,1.1,31.2,0.2,179.4,468.0,0.093,20.499,212.852,3.225030303030303,0.13939393939393938,0.8727272727272728,0.06818181818181818,193.0,2.9242424242424243,1.1199999999999999,0.2,-1.2418980509492008,-0.6545464397180931,1
hubbard squash raw,46,0.6,0.1,0.096,0.2,10.1,4.6,2.3,4.5,0.0,0.094,102.1,0.0,0.0,0.066,0.098,0.0,0.025,0.6,0.5,0.2,12.8,0.0,0.2,0.086,16.2,0.033,0.5,22.0,0.2,24.4,371.2,0.02,17.795,54.995999999999995,1.1955652173913043,0.19999999999999998,0.8782608695652173,0.11739130434782608,37.7,0.8195652173913044,0.9782608695652175,0.16666666666666669,-1.2062556500428836,-0.17414648209330424,1
brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4,0.5,0.5,0.0,0.051,18.7,0.0,0.012,0.0,0.0,0.079,0.1,0.022,0.043,13.0,0.0,0.076,0.059,7.6,0.074,0.3,4.2,0.017,11.8,66.6,0.055,0.067,23.5,73.505,9.188125,0.25,0.75,0.1125,70.8,8.85,1.25,0.99,-1.8758238459588235,-1.2103557418755226,0
carrots cooked,16,0.092,0.096,0.074,0.008,3.8,1.6,0.3,1.4,0.0,0.025,41.5,0.0,0.053,0.063,0.0,0.051,0.3,0.1,0.036,1.7,0.0,0.5,0.036,13.8,0.036,0.2,4.6,0.084,13.8,108.1,0.021,0.073,21.214,118.37799999999999,7.398624999999999,0.075,0.95,0.05175,112.69999999999999,7.043749999999999,0.8749999999999999,1.0434782608695652,-1.847326947365539,-1.2684802558828998,1
split peas raw,672,2.3,0.3,0.5,1.0,118.9,15.8,48.4,50.2,0.0,0.075,22.2,0.0,1.4,0.5,0.0,0.4,5.7,3.5,0.3,3.5,0.0,0.2,0.037,108.4,1.7,8.7,226.6,2.7,721.0,1932.6,0.037,5.9,340.4,2378.5,3.5394345238095237,0.28809523809523807,0.7077380952380953,0.030803571428571427,2159.2,3.213095238095238,3.1772151898734178,0.13043478260869565,7.2493570102455855,-6.574494411450338,0
corn cooked,99,1.5,0.2,0.4,0.6,21.6,4.7,3.5,2.5,0.0,0.039,75.6,0.0,0.0,0.006,0.053,0.0,0.017,1.7,0.8,0.1,5.7,0.0,0.006,0.055,3.1,0.025,0.5,26.8,0.2,79.3,224.5,0.084,29.288,114.3,1.1545454545454545,0.1414141414141414,0.8727272727272728,0.13636363636363635,85.5,0.8636363636363636,0.5319148936170213,0.13333333333333333,-0.9158340805696084,-0.06591484659691355,1
radish raw,1,0.026,0.084,0.086,0.021,0.2,0.066,0.042,0.002,0.0,0.033,4.3,0.0,0.0,0.066,0.088,0.0,0.082,0.004,0.073,0.096,0.7,0.0,0.0,0.002,1.1,0.052,0.026,0.5,0.084,0.9,10.5,0.013,0.556,2.061,2.061,0.168,0.8,0.23399999999999999,1.626,1.626,0.030303030303030304,3.2307692307692313,-1.6843057575972737,0.36623759421576313,1
stinging nettles,37,0.007,0.0,0.0,0.0,6.7,0.2,2.4,6.1,0.0,0.09,78.0,0.0,0.027,0.099,0.0,0.1,0.3,0.0,0.098,0.0,0.0,0.0,0.4,428.1,0.012,1.5,50.7,0.7,63.2,297.3,0.045,0.3,444.816,363.20000000000005,9.816216216216217,0.2594594594594595,0.7243243243243244,0.0017027027027027026,348.0,9.405405405405405,30.499999999999996,0.0,-1.1387284442576429,-2.345611769672883,0
baby carrots,5,0.053,0.015,0.043,0.002,1.2,0.7,0.031,0.4,0.0,0.097,13.6,0.0,0.002,0.035,0.0,0.035,0.095,0.09,0.092,0.4,0.0,0.0,0.053,4.8,0.089,0.1,1.5,0.001,4.2,35.6,0.081,0.025,6.999,38.791000000000004,7.7582,0.0248,0.96,0.0954,37.1,7.42,0.5714285714285715,0.2830188679245283,-2.0267231636280623,-1.106375892795335,1
taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8,1.4,1.0,0.0,0.083,24.0,0.0,0.041,0.041,0.0,0.1,0.4,0.035,0.096,14.6,0.0,0.6,0.047,30.0,0.079,0.6,12.6,0.2,16.8,181.4,0.064,0.1,49.7,198.431,16.53591666666667,0.4666666666666666,0.6333333333333333,0.15,194.0,16.166666666666668,1.25,0.06499999999999999,-1.9000902160434252,-2.585957328321087,0
corn raw,123,1.9,0.5,0.6,0.7,26.7,9.0,4.7,2.9,0.0,0.083,108.8,0.0,0.0,0.2,0.08,0.0,0.032,2.5,1.0,0.1,9.7,0.0,0.1,0.054,2.9,0.076,0.7,52.9,0.2,127.3,386.1,0.022,36.328,173.8,1.4130081300813009,0.15284552845528457,0.8682926829268293,0.13902439024390242,137.7,1.119512195121951,0.3222222222222222,0.2631578947368421,-0.671193847616247,-0.21606252414750446,1
scallop squash raw,23,0.3,0.097,0.018,0.1,5.0,3.1,1.6,1.6,0.0,0.075,122.4,0.0,0.002,0.08,0.0,0.01,0.8,0.1,0.1,23.4,0.0,0.2,0.038,24.7,0.1,0.5,29.9,0.2,46.8,236.6,0.017,0.4,57.1,274.91499999999996,11.95282608695652,0.2782608695652174,0.8695652173913043,0.11739130434782608,266.5,11.58695652173913,0.5161290322580645,0.32333333333333336,-1.6318467259340421,-2.1949045408508634,0
chicory roots,65,0.2,0.052,0.054,0.041,15.8,7.9,1.3,1.4,0.0,0.055,72.0,0.0,0.0,0.08,0.007,0.0,0.029,0.4,0.3,0.2,4.5,0.0,0.0,0.0,36.9,0.051,0.7,19.8,0.2,54.9,261.0,0.076,18.997,78.747,1.2114923076923076,0.08,0.9723076923076923,0.027692307692307693,60.1,0.9246153846153846,0.1772151898734177,0.25999999999999995,-1.3385099100474787,-0.25967625154103235,1
brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4,0.6,0.7,0.0,0.049,16.3,0.0,0.054,0.018,0.0,0.011,0.1,0.038,0.02,16.2,0.0,0.2,0.032,8.0,0.077,0.3,4.4,0.019,13.1,73.9,0.06,0.059,27.553,81.426,10.17825,0.3,0.85,0.086625,78.30000000000001,9.787500000000001,1.7499999999999998,0.935064935064935,-1.9589951811299946,-1.592478897100621,0
kale cooked,42,1.4,0.2,0.1,0.8,6.3,1.4,3.5,4.7,0.0,0.018,106.0,0.0,0.2,0.028,0.058,0.0,0.2,0.5,0.049,0.069,21.0,0.0,1.9,0.5,177.0,0.2,1.0,29.5,0.5,49.6,169.9,0.082,16.697,87.2,2.0761904761904764,0.3333333333333333,0.6,0.3,71.6,1.7047619047619047,3.3571428571428577,0.14285714285714288,-0.967224068474084,0.22503535227712612,1
pupusas con frijoles,289,11.4,2.8,3.8,3.7,39.7,1.6,7.0,7.3,0.0,0.4,65.7,0.0,0.061,0.0,0.0,0.026,1.1,0.4,0.2,0.0,0.0,0.5,0.099,64.3,0.2,1.8,68.0,0.4,181.4,384.3,0.07,1.2,131.5,516.6,1.7875432525951558,0.09688581314878893,0.5494809688581316,0.35501730103806234,452.3,1.565051903114187,4.5625,0.24561403508771928,1.2796906495279234,-0.047154010309841045,1
mustard cabbage,36,0.1,0.016,0.057,0.033,7.2,1.8,1.4,4.0,0.0,0.9,117.9,0.0,0.0,0.031,0.093,0.0,0.1,0.9,0.2,0.4,0.0,0.0,0.049,0.1,85.8,0.077,0.9,19.2,0.3,34.6,314.9,0.024,13.276,48.206,1.3390555555555557,0.15555555555555556,0.8,0.025,35.5,0.9861111111111112,2.2222222222222223,0.16,-1.3254925198406868,-0.1578141477964593,1
gourd raw,19,0.2,0.07,0.076,0.041,4.1,1.9,1.1,1.0,0.0,0.03,89.2,0.0,0.0,0.035,0.059,0.0,0.084,0.4,0.2,0.022,11.4,0.0,0.062,0.047,19.0,0.016,0.3,13.3,0.029,30.4,132.1,0.032,6.584,48.486999999999995,2.5519473684210525,0.23157894736842108,0.863157894736842,0.09473684210526316,42.1,2.2157894736842105,0.5263157894736842,0.35000000000000003,-1.615156836330296,-0.20021347111623974,1
butternut squash cooked,80,0.2,0.013,0.076,0.036,21.0,3.9,1.8,6.4,0.0,0.002,175.6,0.0,0.1,0.022,0.0,0.033,1.9,0.7,0.2,30.2,0.0,2.6,0.029,82.0,0.1,1.2,58.0,0.3,54.0,568.0,0.065,0.3,142.8,655.325,8.1915625,0.09,1.05,0.0225,626.0,7.825,1.6410256410256412,0.06499999999999999,-0.776086039085451,-2.5922654521984936,0
